1	Tamaaken apalluqluku nallghusaqaatemnneng Kiyaghneghem elqughutngallghanun ugpeqillemteggun, nekeggmellelguukut Kiyaghneghmi Atanemteggun Jesus Christ-akun.
2	Apalluqluku ugpeqilleghput Jesus-em kiyaghtestiinkut Kiyaghneghem piniqellghani. Enkaam quyaghllaguukut qayughllak liisimakngwaaghaghput Kiyaghneghem nengightesleqiinkut nighughqelleghmineng.
3	Taam saaghwakun quyaaqukut seghleliillemnni qayughllak liisimakaghput seghleliillghem nuqenneghtullengestaqiinkut.
4	Nuqenneghtullemteggun Kiyaghneghem itagnaqaqiinkut. Itagnaqillghan sighimallengestaqiinkut.
5	Taam sighimallghem iilqamiqnaanghitiinkut qayughllak Kiyaghneghem kuuvegkaqaa piniqelleni qamavek ilumnnun Agleghnalghiignekun Taghneghagnekun, Kiyaghneghem tuunegkamikun whangkunnun.
6	Yugulipagningilluta Christ-am tuqumatkegkaqii seghleghqestet, tawani pilleghqaghlluwaaghmi Kiyaghneghem nakmikegkaani.
7	Entaqun qafsinkuuraghhiinaat tuqumatkiyugnayaghtut elqughutngalghiimun yugmun. Nalighmeng entaqun kina tuqumatkiyugnayaghtuq pinilghiimun yugmun.
8	Iwernga Kiyaghneghem kelgutkaqaa piniqelleni whangkunnun, paninang seghleghqestenguluta Christ-am tuqumatkegkaqiinkut!
9	Nalluneqniighaghput Kiyaghneghem nallghusaamiinkut elqughutngalleghminun Christ-am aawakun. Nalluneqniighataghaghaghput yugulillengellequkut Christ-akun Kiyaghneghem sakraallghaneng.
10	Whangkuta Kiyaghneghem anguyaksaghiinkut, iwernga ilaliiqaqiinkut tuqullghakun Ighneghmi. Maaten Kiyaghneghem ilakumtaaqiinkut, enkaam nalluneqniighataghaghaghput yugulillengellequkut Christ-am unguvallghakun!
11	Taam saaghwakun, quyaghllaguukut Kiyaghneghmi Atanemteggun Jesus Christ-akun. Ellnganguuq whangkunnun ilaliighutestilghii Kiyaghneghmun.
12	Yuksuwhaaq, Adam, seghleghqaqngan, seghleghqellghan tuqulleq iteghtestekaqaa nunamun. Enkaam qamaglluni yuuk tuquyaghqaaguq qayughllak qamaglluni seghleghqegkaaguq.
13	Seghleghqellelgukaaguq nunami salin Kiyaghneghem tuunellghilluki Liilightuusat Moses-mun. Iwernga Kiyaghneghem nanqigtellghitii yuget aghyuughyaghqaaluki seghleghqellghitnun qayughllak Liilightusiilnguq.
14	Paninang yuget kiyaghtekaagut ima Adam-emeng Moses-mun, qamaglluteng tuquyaghqaagut, maligulluteng tamaakut seghleghqellghit Adam-em seghleghqellghatun ayuqenghilnguut. Adam Christ-atun ayuquq, tagiyaghqatun.
15	Iwernga Kiyaghneghem tunusaa Adam-em seghleghqellghatun ayuqenghituq. Ipanguuq uglapiglleghhiit yuget tuqukaagut apalluqluku ataasim yugem seghleghqellgha. Iwernga Kiyaghneghem piniqellgha seghleghllaguuq. Enkaam uglaapiglleghhiit yuget allgeghtekaqaat Kiyaghneghem aqeghqengngalghii akingilnguq tunusaa, piniqellghakun ataasim yugem Jesus Christ-am.
16	Allakuteghllagtuk, Adam-em seghleghqellghallu, tunusaallu Kiyaghneghem. Kingunganeng Adam seghleghqaqngan Kiyaghneghem nanqigtekaqaa aghyuughyaghqaaluku. Iwernga kingungitneng yulghuteghllaget seghleghqaqngata, Kiyaghneghem akingilngughqun tunusamikun nallghusaghtestekaqii elqughutngalleghminun.
17	Ataasiq yuuk seghleghqegkaaguq enkaam ellnga apalluqluku, tuqullghem igleghutii qamaglluki yuget. Iwernga sangwaa Kiyaghneghem apeghiiqaa ataasikun yugkun, Jesus Christ-akun, aangataghaghtuq seghleghqellghaneng ataasim yugem. Enkaam allgeghullghiit Kiyaghneghem kemnapiglleghhiimeng piniqellghaneng, tunusaanengllu elqughutngallghaneng, qamaglluteng igleghutillequt kiyaghtelleghmi ataasikun yugkun Jesus Christ-akun.
18	Apalluqluku Adam-em ataasiq seghleghqellgha, Kiyaghneghem nanqigtekaqii qamaglluki yuget aghyuughyaghqaaluki. Tawateghpigaq apalluqluku Christ-am ataasiq elqughutngalghii pillgha Kiyaghneghem nallghusaghii qamaglluki yuget elqughutngalleghminun, tuuniillu unguvalleghmeng.
19	Qaatkunneghitellghakun ataasim yugem, uglaapiglleghhiit yuget seghleghqestengughtekaagut. Tawateghpigaq, qaatkutellghakun ataasim yugem, uglaapiglleghhiit yuget nallghusaghyaghqaagut Kiyaghneghem elqughutngallghanun.
20	Liilightuusat Kiyaghneghem tuunegkii Moses-mun yuget liisaaghaghtestiit seghleghqelleghmeng. Iwernga yuget seghleghqataghaghyata Kiyaghneghem nangllegtallgha nulanginaqaq.
21	Seghleghqellghem igleghutkaqii yuget tuqulleghqun. Iwernga Kiyaghneghem piniqellghan igleghutngwii yuget nallghusalleghmikun ellngit elqughutngalleghminun. Enkaam allgeghtaat kenlengilnguq unguvalleq Jesus Christ-akun Atanemteggun.
 
